# Weather station Moscow, Russia, WMO_ID=27612,selection from 01.02.2022 till 01.02.2023, all days
# Encoding: Unicode
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=27612&lang=en
#
"Local time in Moscow";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.09.2022 06:00";"4.7";"755.3";"769.3";"1.0";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"4.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"3.1";"No precipitation";"12";"";"";"";"";
"09.09.2022 03:00";"6.3";"754.3";"768.2";"0.8";"81";"Wind blowing from the north-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"3.3";"";"";"";"";"";"";
"09.09.2022 00:00";"6.8";"753.5";"767.4";"0.7";"76";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"2.9";"";"";"";"";"";"";
"08.09.2022 21:00";"7.4";"752.8";"766.6";"1.2";"76";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"11.0";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"3.4";"0.1";"12";"";"";"";"";
"08.09.2022 18:00";"8.6";"751.6";"765.3";"1.2";"76";"Wind blowing from the north-northwest";"3";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"4.6";"0.1";"12";"";"";"";"";
"08.09.2022 15:00";"10.2";"750.4";"764.0";"1.0";"71";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"5.1";"";"";"";"";"";"";
"08.09.2022 12:00";"9.3";"749.4";"763.0";"0.9";"75";"Wind blowing from the north";"4";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"5.0";"";"";"";"";"";"";
"08.09.2022 09:00";"8.9";"748.5";"762.1";"1.0";"78";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"7.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"5.3";"No precipitation";"12";"Surface of ground moist.";"8.0";"";"";
"08.09.2022 06:00";"8.0";"747.5";"761.2";"0.6";"86";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"7.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"5.8";"No precipitation";"12";"";"";"";"";
"08.09.2022 03:00";"8.5";"746.9";"760.5";"0.3";"89";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"6.8";"";"";"";"";"";"";
"08.09.2022 00:00";"7.9";"746.6";"760.3";"0.2";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"7.1";"";"";"";"";"";"";
"07.09.2022 21:00";"8.2";"746.4";"760.0";"0.5";"90";"Calm, no wind";"0";"";"";"60%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"12.5";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"6.6";"2.0";"12";"";"";"";"";
"07.09.2022 18:00";"8.9";"745.9";"759.4";"-0.5";"94";"Wind blowing from the north-west";"1";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"20.0";"8.0";"2.0";"12";"";"";"";"";
"07.09.2022 15:00";"9.0";"746.4";"760.0";"0.0";"85";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"20.0";"6.6";"";"";"";"";"";"";
"07.09.2022 12:00";"12.4";"746.4";"759.8";"-0.7";"60";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"4.7";"";"";"";"";"";"";
"07.09.2022 09:00";"8.4";"747.1";"760.7";"-0.4";"80";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"6.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"5.2";"0.2";"12";"Surface of ground moist.";"7.0";"";"";
"07.09.2022 06:00";"6.5";"747.5";"761.3";"-0.8";"86";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"6.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"4.3";"0.2";"12";"";"";"";"";
"07.09.2022 03:00";"6.8";"748.3";"762.0";"-0.7";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"4.4";"";"";"";"";"";"";
"07.09.2022 00:00";"8.0";"749.0";"762.7";"-0.6";"74";"Wind blowing from the west-northwest";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"3.5";"";"";"";"";"";"";
"06.09.2022 21:00";"9.0";"749.6";"763.3";"0.1";"74";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"10.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"4.6";"0.3";"12";"";"";"";"";
"06.09.2022 18:00";"10.7";"749.5";"763.1";"-0.6";"66";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"4.5";"0.3";"12";"";"";"";"";
"06.09.2022 15:00";"9.9";"750.1";"763.7";"-0.2";"80";"Wind blowing from the north";"2";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"1000-1500";"";"";"17.0";"6.6";"";"";"";"";"";"";
"06.09.2022 12:00";"10.2";"750.3";"763.9";"-0.5";"68";"Wind blowing from the north-northwest";"3";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"4.6";"";"";"";"";"";"";
"06.09.2022 09:00";"8.2";"750.8";"764.5";"0.1";"79";"Wind blowing from the north-west";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"7.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"4.7";"0.2";"12";"Surface of ground moist.";"8.0";"";"";
"06.09.2022 06:00";"7.6";"750.7";"764.5";"0.1";"83";"Wind blowing from the north-west";"2";"";"";"100%.";"Clouds generally forming or developing. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"7.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"20.0";"4.8";"0.2";"12";"";"";"";"";
"06.09.2022 03:00";"7.9";"750.6";"764.3";"-0.3";"84";"Wind blowing from the north-northwest";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"5.4";"";"";"";"";"";"";
"06.09.2022 00:00";"8.7";"750.9";"764.5";"-0.3";"86";"Wind blowing from the north-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"6.4";"";"";"";"";"";"";
"05.09.2022 21:00";"9.4";"751.2";"764.8";"0.5";"86";"Wind blowing from the north-northwest";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"11.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"7.2";"0.7";"12";"";"";"";"";
"05.09.2022 18:00";"11.1";"750.7";"764.3";"-0.4";"75";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"6.8";"0.7";"12";"";"";"";"";
"05.09.2022 15:00";"10.9";"751.1";"764.7";"-0.7";"79";"Wind blowing from the west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"17.0";"7.3";"";"";"";"";"";"";
"05.09.2022 12:00";"10.8";"751.8";"765.4";"-0.2";"64";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"20.0";"4.2";"";"";"";"";"";"";
"05.09.2022 09:00";"8.9";"752.0";"765.7";"0.1";"82";"Wind blowing from the north-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"4.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"5.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"5.0";"";"";
"05.09.2022 06:00";"6.5";"751.9";"765.8";"-0.3";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"4.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"20.0";"5.3";"No precipitation";"12";"";"";"";"";
"05.09.2022 03:00";"5.3";"752.2";"766.1";"-0.2";"93";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"4.2";"";"";"";"";"";"";
"05.09.2022 00:00";"7.3";"752.4";"766.2";"-0.1";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.3";"";"";"";"";"";"";
"04.09.2022 21:00";"8.8";"752.5";"766.3";"0.3";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"15.1";"";"";"";"";"";"20.0";"4.3";"No precipitation";"12";"";"";"";"";
"04.09.2022 18:00";"12.7";"752.2";"765.7";"-0.3";"46";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"1.3";"No precipitation";"12";"";"";"";"";
"04.09.2022 15:00";"14.0";"752.5";"766.0";"-0.3";"44";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"1.7";"";"";"";"";"";"";
"04.09.2022 12:00";"14.4";"752.8";"766.3";"-0.6";"47";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"3.2";"";"";"";"";"";"";
"04.09.2022 09:00";"11.1";"753.4";"767.0";"0.0";"64";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"5.2";"";"";"";"";"";"";"20.0";"4.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"5.0";"";"";
"04.09.2022 06:00";"5.8";"753.4";"767.2";"0.2";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.2";"";"";"";"";"";"";"20.0";"5.4";"No precipitation";"12";"";"";"";"";
"04.09.2022 03:00";"7.2";"753.2";"767.1";"0.3";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"5.7";"";"";"";"";"";"";
"04.09.2022 00:00";"9.6";"752.9";"766.6";"-0.2";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"6.8";"";"";"";"";"";"";
"03.09.2022 21:00";"10.7";"753.1";"766.8";"0.0";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"15.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"20.0";"7.0";"No precipitation";"12";"";"";"";"";
"03.09.2022 18:00";"13.8";"753.1";"766.6";"-0.8";"51";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"600-1000";"";"";"20.0";"3.8";"No precipitation";"12";"";"";"";"";
"03.09.2022 15:00";"14.6";"753.9";"767.4";"-0.4";"50";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"19.0";"4.2";"";"";"";"";"";"";
"03.09.2022 12:00";"13.0";"754.3";"767.8";"0.2";"56";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"4.4";"";"";"";"";"";"";
"03.09.2022 09:00";"9.5";"754.1";"767.8";"0.8";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"5.3";"";"";"";"";"";"";"20.0";"5.2";"No precipitation";"12";"Surface of ground moist.";"5.0";"";"";
"03.09.2022 06:00";"5.3";"753.3";"767.2";"1.1";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.3";"";"";"";"";"";"";"20.0";"4.3";"No precipitation";"12";"";"";"";"";
"03.09.2022 03:00";"6.6";"752.2";"766.0";"0.6";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.3";"";"";"";"";"";"";
"03.09.2022 00:00";"7.8";"751.6";"765.3";"1.0";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.7";"";"";"";"";"";"";
"02.09.2022 21:00";"9.8";"750.6";"764.2";"1.0";"74";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"11.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"5.4";"4.0";"12";"";"";"";"";
"02.09.2022 18:00";"11.1";"749.6";"763.2";"1.1";"68";"Wind blowing from the west";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus cumulonimbogenitus.";"20.0";"5.3";"4.0";"12";"";"";"";"";
"02.09.2022 15:00";"10.7";"748.5";"762.1";"1.3";"79";"Wind blowing from the north-west";"1";"";"";"60%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"16.0";"7.2";"";"";"";"";"";"";
"02.09.2022 12:00";"9.4";"747.2";"760.8";"1.1";"79";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"16.0";"5.9";"";"";"";"";"";"";
"02.09.2022 09:00";"8.2";"746.1";"759.7";"1.0";"80";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"7.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"5.0";"0.3";"12";"Surface of ground moist.";"8.0";"";"";
"02.09.2022 06:00";"7.7";"745.1";"758.8";"0.5";"74";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"7.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"3.4";"0.3";"12";"";"";"";"";
"02.09.2022 03:00";"8.0";"744.6";"758.2";"0.3";"80";"Wind blowing from the west";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"4.8";"";"";"";"";"";"";
"02.09.2022 00:00";"8.3";"744.3";"757.9";"-0.3";"81";"Wind blowing from the west-northwest";"1";"";"";"60%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"5.2";"";"";"";"";"";"";
"01.09.2022 21:00";"9.7";"744.6";"758.1";"0.2";"70";"Wind blowing from the north";"1";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"13.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"4.4";"0.5";"12";"";"";"";"";
"01.09.2022 18:00";"10.0";"744.4";"757.9";"0.0";"84";"Calm, no wind";"0";"";"";"60%.";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"7.4";"0.5";"12";"";"";"";"";
"01.09.2022 15:00";"12.6";"744.4";"757.7";"0.4";"56";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"4.0";"";"";"";"";"";"";
"01.09.2022 12:00";"11.6";"744.0";"757.4";"0.4";"60";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"20.0";"4.0";"";"";"";"";"";"";
"01.09.2022 09:00";"10.6";"743.6";"757.1";"0.0";"69";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"9.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"5.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"11.0";"";"";
"01.09.2022 06:00";"9.5";"743.6";"757.1";"0.1";"82";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"9.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"6.6";"No precipitation";"12";"";"";"";"";
"01.09.2022 03:00";"11.0";"743.5";"757.0";"-0.2";"79";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"7.4";"";"";"";"";"";"";
"01.09.2022 00:00";"12.1";"743.7";"757.0";"-0.1";"72";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"7.1";"";"";"";"";"";"";
"31.08.2022 21:00";"14.3";"743.8";"757.2";"0.6";"63";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"19.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"7.3";"0.7";"12";"";"";"";"";
"31.08.2022 18:00";"16.2";"743.2";"756.4";"1.0";"63";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"9.1";"0.7";"12";"";"";"";"";
"31.08.2022 15:00";"17.5";"742.2";"755.2";"0.6";"79";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.7";"";"";"";"";"";"";
"31.08.2022 12:00";"19.1";"741.6";"754.6";"0.2";"70";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.4";"";"";"";"";"";"";
